attachments_json,metadata
"[
 {
  ""type"": ""text"",
  ""content"": ""Chapter: Logic Operations\nWhat does the logical \u201cXOR\u201d do?\n#### Option 1\n-------\nThe logical \u201cXOR\u201d compares N bits, and produces output 1 if there are an odd number of 1s, and produces a 0 if there are an even number of 1s or none at all.\nThe logical \u201cXOR\u201d compares N bits, and produces output 1 if there are an odd number of 1s, and produces a 0 if there are an even number of 1s or none at all.""
 }
]","{
 ""id"": 11
}"
"[
 {
  ""type"": ""text"",
  ""content"": ""Chapter: Truth Tables\nHow to create a truth table?\n#### Option 1\n-------\nStep 1: Determine the number of input variables, assigning them variables such as x,y,z etc\nStep 2: Create possible input combinations. For example, if we have two input variables there are 4 combinations, if we have 3 input variables there are 8 combinations. Generally, there are 2^n input combinations possible for n input variables\nStep 3: Use the given logic equation in the question, to determine the output(s) for each of the input combinations, filling them in the truth table.\nStep 1: Determine the number of input variables, assigning them variables such as x,y,z etc\nStep 2: Create possible input combinations. For example, if we have two input variables there are 4 combinations, if we have 3 input variables there are 8 combinations. Generally, there are 2^n input combinations possible for n input variables\nStep 3: Use the given logic equation in the question, to determine the output(s) for each of the input combinations, filling them in the truth table.""
 }
]","{
 ""id"": 12
}"
"[
 {
  ""type"": ""text"",
  ""content"": ""Chapter: Logical Completeness\nWhat does logical completeness mean?\n#### Option 1\n-------\nIn layman terms, logical completeness means being able to express any form of logical expression using the given terms. For the purposes of ECE120, the set {AND,NOT,OR} is logically complete - meaning you can express any boolean logical expression in terms of just these three functions. {NAND} and {NOR} are also logically complete sets, which can be proved by using each set to construct AND, NOT and NOR separately.\nIn layman terms, logical completeness means being able to express any form of logical expression using the given terms. For the purposes of ECE120, the set {AND,NOT,OR} is logically complete - meaning you can express any boolean logical expression in terms of just these three functions. {NAND} and {NOR} are also logically complete sets, which can be proved by using each set to construct AND, NOT and NOR separately.""
 }
]","{
 ""id"": 13
}"
"[
 {
  ""type"": ""text"",
  ""content"": ""Chapter: Data Types\nWhat are the various variable types in C?\n#### Option 1\n-------\nC supports four basic data types: integers, characters, floating point numbers, and boolean values. Variables of these types can be created with the type specifiers int, char, float (or double), and _Bool (or bool)\nInt: data value represents an integer\nChar: data value represents a character\nfloat/double: data value represents a single/double precision float number\nBool: data with either 1 to represent true, and 0 to represent false (not relevant to ECE 120)\nC supports four basic data types: integers, characters, floating point numbers, and boolean values. Variables of these types can be created with the type specifiers int, char, float (or double), and _Bool (or bool)\nInt: data value represents an integer\nChar: data value represents a character\nfloat/double: data value represents a single/double precision float number\nBool: data with either 1 to represent true, and 0 to represent false (not relevant to ECE 120)""
 }
]","{
 ""id"": 14
}"
"[
 {
  ""type"": ""text"",
  ""content"": ""Chapter: Variable Declarations\nHow do you declare a variable in C\n#### Option 1\n-------\nTo declare a variable, use the following syntax by declaring the variable type before assigning a value to it if needed. Examples are listed below for different data type.\nint x = 3;        // assigns a value 3 to the integer data type variable x\nchar lock;    // creates a char data type lock without assigning a value to it yet\nchar key = 'Q';    //creates a char data type key and assigns the character \u201cQ\u201d to it\nfloat a;      // creates a single precision floating number data type variable a\ndouble b;     // creates a double precision floating number data type variable a\nTo declare a variable, use the following syntax by declaring the variable type before assigning a value to it if needed. Examples are listed below for different data type.\nint x = 3;        // assigns a value 3 to the integer data type variable x\nchar lock;    // creates a char data type lock without assigning a value to it yet\nchar key = 'Q';    //creates a char data type key and assigns the character \u201cQ\u201d to it\nfloat a;      // creates a single precision floating number data type variable a\ndouble b;     // creates a double precision floating number data type variable a""
 }
]","{
 ""id"": 15
}"
"[
 {
  ""type"": ""text"",
  ""content"": ""Chapter: Variable Declarations\nWhen to declare a variable in C?\n#### Option 1\n-------\nAny variable that needs to be used in a block of code or a function in C needs to be declared before it is used. This includes variables used to store values, temporary variables such as counters, and variables that might be used for printing. \nAny variable that needs to be used in a block of code or a function in C needs to be declared before it is used. This includes variables used to store values, temporary variables such as counters, and variables that might be used for printing.""
 }
]","{
 ""id"": 16
}"
"[
 {
  ""type"": ""text"",
  ""content"": ""Chapter: Expressions and Operators\nWhat is the assignment operator?\n#### Option 1\n-------\nThe assignment operator is used when we want to assign a value into a variable, such that the variable holds that value and we can call back on it in other statements whenever we want. We use a SINGLE equal to sign for this. For example, I want to assign the number 5 to the variable temp_counter:\n\nint temp_counter = 5;  // assigns 5 to a declared integer straightaway OR\nint temp_counter; \nTemp_counter = 5;\n// declares an integer first, and then assigns the value in a different step\nThe assignment operator is used when we want to assign a value into a variable, such that the variable holds that value and we can call back on it in other statements whenever we want. We use a SINGLE equal to sign for this. For example, I want to assign the number 5 to the variable temp_counter:\n\nint temp_counter = 5;  // assigns 5 to a declared integer straightaway OR\nint temp_counter; \nTemp_counter = 5;\n// declares an integer first, and then assigns the value in a different step""
 }
]","{
 ""id"": 17
}"
"[
 {
  ""type"": ""text"",
  ""content"": ""Chapter: Expressions and Operators\nWhat are the arithmetic operators in C?\n#### Option 1\n-------\nThe different arithmetic operators in C are listed below:\n\nFor addition: +\nExample line of code : a = x + y;\n\nFor subtraction: - \nExample line of code : a = x-y; \n\nFor multiplication: * \nExample line of code : a = x*y \n\nFor division(returns the quotient): /\nExample line of code : a = x/y \n\nFor division(returns the remainder): %\nExample line of code : a = x%y \n\nWhat is the order of arithmetic operation in C?\nWe prioritize parenthesis, then multiplication/division, and then addition/subtraction. For example, given the code:\nint result = (a+b)*x + y;\n// step 1: (a+b)\n// step 2: (a+b)*y\n// step 3: (a+b)*y + x;\nThe different arithmetic operators in C are listed below:\n\nFor addition: +\nExample line of code : a = x + y;\n\nFor subtraction: - \nExample line of code : a = x-y; \n\nFor multiplication: * \nExample line of code : a = x*y \n\nFor division(returns the quotient): /\nExample line of code : a = x/y \n\nFor division(returns the remainder): %\nExample line of code : a = x%y \n\nWhat is the order of arithmetic operation in C?\nWe prioritize parenthesis, then multiplication/division, and then addition/subtraction. For example, given the code:\nint result = (a+b)*x + y;\n// step 1: (a+b)\n// step 2: (a+b)*y\n// step 3: (a+b)*y + x;""
 }
]","{
 ""id"": 18
}"
"[
 {
  ""type"": ""text"",
  ""content"": ""Chapter: Expressions and Operators\nWhat are relational operators in C?\n#### Option 1\n-------\nRelational operators are used to check if a statement is valid, and usually used in a conditional statement.\na > b : used to check if a is greater than b\na >= b : used to check if a is greater than or equal to\na < b : used to check if a is smaller than b\na <= b : used to check if a is smaller than or equal to b\na == b: used to check if a is equal to b\na != b; used to check if a is not equal to b\nRelational operators are used to check if a statement is valid, and usually used in a conditional statement.\na > b : used to check if a is greater than b\na >= b : used to check if a is greater than or equal to\na < b : used to check if a is smaller than b\na <= b : used to check if a is smaller than or equal to b\na == b: used to check if a is equal to b\na != b; used to check if a is not equal to b""
 }
]","{
 ""id"": 19
}"
"[
 {
  ""type"": ""text"",
  ""content"": ""Chapter: Expressions and Operators\nWhat are logical operators in C?\n#### Option 1\n-------\nLogical operators are a set of operators used to check for the validity of a statement or multiple statements in C, usually used in an if statement:\n\nLogical NOT: Checks if a variable if not equal to a value, returning true if so\nRepresented by !\nCode: if(x !); // returns true only if statement is valid\n\nLogical AND: Checks if multiple statements are all valid, returning true only if all of them are valid.\nRepresented by: &&\nCode: if(x==3 && y==2);  // returns true only if both statements valid\n\nLogical OR: Checks if any one of multiple statements is valid, returning true if so:\nRepresented by: ||\nCode: if(x==2 || y == 3 || z == 1); // returns true as long as one of the three statements are valid\nLogical operators are a set of operators used to check for the validity of a statement or multiple statements in C, usually used in an if statement:\n\nLogical NOT: Checks if a variable if not equal to a value, returning true if so\nRepresented by !\nCode: if(x !); // returns true only if statement is valid\n\nLogical AND: Checks if multiple statements are all valid, returning true only if all of them are valid.\nRepresented by: &&\nCode: if(x==3 && y==2);  // returns true only if both statements valid\n\nLogical OR: Checks if any one of multiple statements is valid, returning true if so:\nRepresented by: ||\nCode: if(x==2 || y == 3 || z == 1); // returns true as long as one of the three statements are valid""
 }
]","{
 ""id"": 20
}"
"[
 {
  ""type"": ""text"",
  ""content"": ""Chapter: Basic I/O\nWhat are I/O statements?\n#### Option 1\n-------\nI/O stands for input/output statements. For ECE120, input refers to when a number or string is inputted into a program, via a keyboard, and output refers to when the program prints a string or numbers onto the screen. These can be done in both C and LC3, using different commands.\nI/O stands for input/output statements. For ECE120, input refers to when a number or string is inputted into a program, via a keyboard, and output refers to when the program prints a string or numbers onto the screen. These can be done in both C and LC3, using different commands.""
 }
]","{
 ""id"": 21
}"
"[
 {
  ""type"": ""text"",
  ""content"": ""Chapter: Basic I/O\nHow do we use printf?\n#### Option 1\n-------\nThere are two ways to use printf. The first is to print the contents of a single variable to the screen, in which case we can use \u201cprintf(value);\u201d , if value has already been defined in the program. \nIf we wish to print a combination of variables in the form of a particular sentence, we can use the form \u201cprintf(\u201c%d %d\u201d,var1,var2);\u201d where %d is a placeholder for var1, which we wish to insert into the string before it is printed onto the screen. The placeholder is often referred to as an escape sequence, and differs according to the type of the variable. For more information, read page 23 of Lumetta's notes.\nThere are two ways to use printf. The first is to print the contents of a single variable to the screen, in which case we can use \u201cprintf(value);\u201d , if value has already been defined in the program. \nIf we wish to print a combination of variables in the form of a particular sentence, we can use the form \u201cprintf(\u201c%d %d\u201d,var1,var2);\u201d where %d is a placeholder for var1, which we wish to insert into the string before it is printed onto the screen. The placeholder is often referred to as an escape sequence, and differs according to the type of the variable. For more information, read page 23 of Lumetta's notes.""
 }
]","{
 ""id"": 22
}"
"[
 {
  ""type"": ""text"",
  ""content"": ""Chapter: Basic I/O\nHow do we use scanf?\n#### Option 1\n-------\nScanf works very similarly to printf, the only difference being that when we enter the variable name, we need to insert an ampersand before it. For example, if we intend to read in two integers that separated by a space, we would use the statement \u201cscanf(\u201c%d %d\u201d,&num1,&num2);\u201d . For more information, read page 23 of Lumetta's notes.\nScanf works very similarly to printf, the only difference being that when we enter the variable name, we need to insert an ampersand before it. For example, if we intend to read in two integers that separated by a space, we would use the statement \u201cscanf(\u201c%d %d\u201d,&num1,&num2);\u201d . For more information, read page 23 of Lumetta's notes.""
 }
]","{
 ""id"": 23
}"
"[
 {
  ""type"": ""text"",
  ""content"": ""Chapter: Basic I/O\nWhat are the common escape sequences or placeholders we need to know for I/O functions in C?\n#### Option 1\n-------\nFor ECE120, the important ones to know are that %c is for characters, %d for integers, %f for floats, %lf for doubles and %u for unsigned integers. Page 23 of Lumetta's notes contains a table encapsulating this information.\nFor ECE120, the important ones to know are that %c is for characters, %d for integers, %f for floats, %lf for doubles and %u for unsigned integers. Page 23 of Lumetta's notes contains a table encapsulating this information.""
 }
]","{
 ""id"": 24
}"
"[
 {
  ""type"": ""text"",
  ""content"": ""Chapter: Types of Statements in C\nWhat types of statements are there in C?\n#### Option 1\n-------\nFor the purposes of ECE120, there are three types of statements - sequential, conditional and iterative. Sequential steps refer to steps performed one after another, like a numbered set of instructions. In ECE120 this will mostly refer to printf() and scanf() functions.\n\nConditional steps refer to when a program branches into two paths, and the path taken depends on whether a condition is satisfied or not. This is represented by \u201cif-else\u201d statements in C.\n\nIterative steps refer to a certain step being repeated for a fixed number of times, or until a certain condition is satisfied. This is represented by a \u201cfor-loop\u201d block in C.\nFor the purposes of ECE120, there are three types of statements - sequential, conditional and iterative. Sequential steps refer to steps performed one after another, like a numbered set of instructions. In ECE120 this will mostly refer to printf() and scanf() functions.\n\nConditional steps refer to when a program branches into two paths, and the path taken depends on whether a condition is satisfied or not. This is represented by \u201cif-else\u201d statements in C.\n\nIterative steps refer to a certain step being repeated for a fixed number of times, or until a certain condition is satisfied. This is represented by a \u201cfor-loop\u201d block in C.""
 }
]","{
 ""id"": 25
}"
"[
 {
  ""type"": ""text"",
  ""content"": ""Chapter: Defining Optimality\nWhat is an optimal expression and why would I use it over the original expression?\n#### Option 1\n-------\nIf you were to make truth tables for an optimized expression and the original expression, you would see that they are the same. An optimized expression is a simplified version of the original logic expression. Functionally, it is identical to the original logic expression, but it requires fewer logic gates/operations to implement since it has less terms.\nIf you were to make truth tables for an optimized expression and the original expression, you would see that they are the same. An optimized expression is a simplified version of the original logic expression. Functionally, it is identical to the original logic expression, but it requires fewer logic gates/operations to implement since it has less terms.""
 }
]","{
 ""id"": 26
}"
"[
 {
  ""type"": ""text"",
  ""content"": ""Chapter: Terminology\nWhat is a literal?\n#### Option 1\n-------\nA literal in terms of a logical expression refers to the Boolean variables or the complement of a Boolean variable. They are the fundamental parts of a logical expression and they are often used to construct more complex Boolean expressions through logical operators like AND, OR, and NOT.\nA literal in terms of a logical expression refers to the Boolean variables or the complement of a Boolean variable. They are the fundamental parts of a logical expression and they are often used to construct more complex Boolean expressions through logical operators like AND, OR, and NOT.""
 }
]","{
 ""id"": 27
}"
"[
 {
  ""type"": ""text"",
  ""content"": ""Chapter: Terminology\nWhat is a Sum of Products?\n#### Option 1\n-------\nSum of Products (often abbreviated as SOP) is a type of Boolean function that represents a logical function as a sum of products term, where each product term is the logical AND of one or more literals. Basically, it is the sum of several terms, each of which is the product of literals.\nSum of Products (often abbreviated as SOP) is a type of Boolean function that represents a logical function as a sum of products term, where each product term is the logical AND of one or more literals. Basically, it is the sum of several terms, each of which is the product of literals.""
 }
]","{
 ""id"": 28
}"
"[
 {
  ""type"": ""text"",
  ""content"": ""Chapter: Two-Level Logic\nHow do I easily convert from POS to SOP form and vice versa?\n#### Option 1\n-------\nThe quickest way to convert from POS to SOP is to use DeMorgans law twice. \nGiven the expression F = xy' + yz' in SOP form, we first take DeMorgans law to get F'\nF' = (xy' + yz')'\n   = (xy')'(yz')'\n   = (x'+y)(y'+z)\n   = x'y' + x'z + yy' + yz\n   = x'y' + x'z + yz\nWe then take DeMorgan's law again\nF'' = (x'y'+x'z+yz)'\n     =(x'y')'(x'z)'(yz)'\n     =(x+y)(x+z')(y'+z')\n     =(x+y)(y'+z')\n     = F (POS form)\nThe quickest way to convert from POS to SOP is to use DeMorgans law twice. \nGiven the expression F = xy' + yz' in SOP form, we first take DeMorgans law to get F'\nF' = (xy' + yz')'\n   = (xy')'(yz')'\n   = (x'+y)(y'+z)\n   = x'y' + x'z + yy' + yz\n   = x'y' + x'z + yz\nWe then take DeMorgan's law again\nF'' = (x'y'+x'z+yz)'\n     =(x'y')'(x'z)'(yz)'\n     =(x+y)(x+z')(y'+z')\n     =(x+y)(y'+z')\n     = F (POS form)""
 }
]","{
 ""id"": 29
}"
"[
 {
  ""type"": ""text"",
  ""content"": ""Chapter: Logic Properties\nWhat is a Dual Form and what function do they serve?\n#### Option 1\n-------\nEvery boolean expression has its own dual form. To derive the dual form of a boolean expression, replace all the 1s with 0s in the expression, all the 0s with 1s, all the ANDs with ORs, and ORs with ANDs. The variables themselves remain unchanged. The dual of a dual expression simply returns the original expression. Dual forms are used for CMOS gate designs, where the NMOS gate logic will be the dual of the PMOS gate logic. More information can be found on page 44 of Lumetta's notes.\nEvery boolean expression has its own dual form. To derive the dual form of a boolean expression, replace all the 1s with 0s in the expression, all the 0s with 1s, all the ANDs with ORs, and ORs with ANDs. The variables themselves remain unchanged. The dual of a dual expression simply returns the original expression. Dual forms are used for CMOS gate designs, where the NMOS gate logic will be the dual of the PMOS gate logic. More information can be found on page 44 of Lumetta's notes.""
 }
]","{
 ""id"": 30
}"
"[
 {
  ""type"": ""text"",
  ""content"": ""Chapter: Caring about Don't Cares\nWhat are the dangers of using don't cares in our next state design implementation, for real world systems?\n#### Option 1\n-------\nIf our machine falls into an unexpected state (when restarting/initializing the machine, for example), it could end up behaving unexpectedly and failing. Page 46 of Lumetta's notes gives an example for such a situation. Using don't cares for the ice cream vending machine FSM simplifies the logic circuit, but it does not account for cases such as when multiple buttons are pressed at the same time, in which case causing the cup to overflow. \nIf our machine falls into an unexpected state (when restarting/initializing the machine, for example), it could end up behaving unexpectedly and failing. Page 46 of Lumetta's notes gives an example for such a situation. Using don't cares for the ice cream vending machine FSM simplifies the logic circuit, but it does not account for cases such as when multiple buttons are pressed at the same time, in which case causing the cup to overflow.""
 }
]","{
 ""id"": 31
}"
